label,message,year
normal,Did you see his face?,2012
fraud,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,2013
normal,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX.,2011
normal,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",2014
normal,"Sorry, got a late start, we're on the way",2015
normal,Apps class varaya elaya.,2010
normal,My sort code is  and account number is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,2015
fraud,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,2015
normal,Have you laid your airtel line to rest?,2011
normal,"And he goes on speaking some nonsense about insulation, bandwidth and submarines. I couldn't control my laughter, so I hang up.",2014
normal,No pic. Please re-send.,2012
normal,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,2013
fraud,ok mail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. ,2013
normal,So i'm doing a list of buyers.,2010
normal,Or remind me in a few hrs.,2014
normal,U still havent got urself a jacket ah?,2013
normal,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,2011
normal,I dont understand your message.,2015
normal,I will spoil you in bed as well.,2013
normal,Enjoy ur life. . Good night,2011
normal,"I want to show you the world, princess :) how about europe?",2010
normal,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",2015
normal,Some are lasting as much as 2 hours. You might get lucky.,2014
normal,You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,2013
fraud,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,2014
normal,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,2015
normal,Hey.. Something came up last min.. Think i would be signing up tommarow.. Hee,2012
normal,It should take about  &lt;#&gt;  min,2010
fraud,"hello sir, i am from airtel customer care in 23 hours your sim will be closed. do u want to activate it.",2015
normal,Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!,2015
normal,have you any particular choice?,2013
fraud,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2014
normal,Yes. Last  practice,2010
normal,We know the hotel that she lives in.,2011
normal,It is only yesterday true true.,2013
normal,"How long before you get reply, just defer admission til next semester",2012
normal,"Haha awesome, I've been to 4u a couple times. Who all's coming?",2013
normal,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",2015
normal,If we win its really no 1 side for long time.,2013
normal,Yay! You better not have told that to 5 other girls either.,2015
normal,Do you know what Mallika Sherawat did yesterday?,2012
normal,"All right, pack this one.",2014
normal,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,2010
normal,You got called a tool?,2011
normal,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,2013
normal,Dear reached railway. What happen to you.,2014
normal,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,2011
normal,Well you told others you'd marry them...,2015
normal,Ok. So april. Cant wait,2015
normal,Bognor it is! Should be splendid at this time of year.,2014
normal,Boo. How's things? I'm back at home and a little bored already :-(,2012
normal,Host-based IDPS for linux systems.,2010
normal,Dear good morning now only i am up.,2013
normal,Yes but I don't care cause I know its there!,2012
normal,Probably gonna swing by in a wee bit.,2014
normal,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,2011
normal,No de. But call me after some time. Ill tell you k,2011
normal,How come u got nothing to do?,2013
normal,"you are sweet as well, princess. Please tell me your likes and dislikes in bed...",2013
fraud,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,2015
normal,Aiyah ok wat as long as got improve can already wat...,2010
normal,Moji i love you more than words. Have a rich day,2014
fraud,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.,2013
normal,I dont know oh. Hopefully this month.,2013
normal,Me fine..absolutly fine,2010
fraud,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,2014
normal,Apart from the one i told you about yesterday?,2014
normal,Okie,2015
fraud,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",2014
normal,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  will be there in sathy then we will go to RTO office. Reply me after came to home.,2010
normal,Yar else i'll thk of all sorts of funny things.,2011
normal,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...,2012
normal,"Motivate Behind every darkness, there is a shining light waiting for you to find it... Behind every best friend, there is always trust and love... BSLVYL",2011
normal,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,2014
normal,ILL B DOWN SOON,2015
fraud,"Latest Nokia Mobile or iPOD MP3 Player +£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.£1,50/Mtmsgrcvd18+",2013
normal,"Ok., is any problem to u frm him? Wats matter?",2013
normal,Ok. There may be a free gym about.,2012
normal,K..k...from tomorrow onwards started ah?,2011
normal,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",2015
normal,I stood there for a while and then I decided to move ahead.,2010
normal,Only once then after ill obey all yours.,2010
normal,"Lets use it next week, princess :)",2011
normal,Without reading newspaper we can’t know about the world.,2013
normal,"Sorry, I'll call later",2014
normal,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,2012
normal,When did dad get back.,2010
normal,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,2014
normal,"That's very rude, you on campus?",2010
normal,What will I have to do to get a 4G SIM for the same number?,2010
normal,"Nah man, my car is meant to be crammed full of people",2012
normal,"Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?",2010
normal,"Argh my 3g is spotty, anyway the only thing I remember from the research we did was that province and sterling were the only problem-free places we looked at",2013
normal,In work now. Going have in few min.,2015
normal,Thanks for e brownie it's very nice...,2013
normal,Geeeee ... I love you so much I can barely stand it.,2011
normal,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,2013
normal,Yup but not studying surfing lor. I'm in e lazy mode today.,2013
normal,Loosu go to hospital. De dont let it careless.,2015
normal,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,2011
normal,I'm in a movie. Call me 4 wat?,2014
normal,LMAO where's your fish memory when I need it?,2012
fraud,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,2014
normal,Spoons it is then okay?,2012
normal,Aah! A cuddle would be lush! I'd need lots of tea and soup before any kind of fumbling!,2014
normal,I'm job profile seems like bpo..,2011
normal,"I know it's smaller than you wanted, but it's one of the best houses in this locality.",2011
normal,Thts wat Wright Brother did to fly..,2010
normal,What is important is that you prevent dehydration by giving her enough fluids.,2013
normal,Are you plans with your family set in stone ?,2012
normal,Yeah we do totes. When u wanna?,2014
normal,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,2011
normal,I dont know why she.s not getting your messages,2011
normal,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,2013
normal,i see. When we finish we have loads of loans to pay.,2011
normal,Mean that time you don't like fun.,2012
normal,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",2011
normal,"I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do.",2010
normal,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.,2014
normal,Here you are.,2013
normal,"A couple of them will be campus interviews, organized by the training and placement cell. But the majority are off-campus.",2011
fraud,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",2013
normal,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,2010
normal,I am at work. Please call,2010
normal,"A few people are at the game, I'm at the mall with iouri and kaila",2014
